URL,Title,Selection,Folder,Timestamp,Tags
https://www.theregister.com/2025/01/27/ai_agents_automate_argument/,The argument against AI agents and unnecessary automation,,AI QuantumComputing BigData,1738916228,[]
https://github.com/RooSoft/nostr,GitHub - RooSoft/nostr: Connect to the nostr network with Elixir,,Elixir Erlang Gleam,1738913343,[]
https://owncloud.com/it-is-time-to-federate-our-clouds/,It is time to Federate our Clouds - ownCloud,,Archive,1738911412,"[""ai"",""design""]"
